customer_id,customer_segment,customer_name,num_orders,avg_order_value,total_spend,churn_rate,estimated_ltv
3664,Enterprise,"Harrell, Davis and Jackson Systems",6,2449.41,14696.48,0.1006,146088.27
29866,Enterprise,"Doyle, Harper and Shelton Systems",6,2440.48,14642.88,0.1006,145555.47
17505,Enterprise,"Garcia, Hall and Hughes Solutions",6,2439.86,14639.16,0.1006,145518.49
61615,Enterprise,Vega and Sons Group,5,2926.66,14633.3,0.1006,145460.24
15006,Enterprise,Torres and Sons Systems,6,2436.42,14618.51,0.1006,145313.22
25021,Enterprise,Luna-Hernandez LLC,10,1461.73,14617.3,0.1006,145301.19
28764,Enterprise,"Smith, Snyder and Frost Group",6,2435.54,14613.21,0.1006,145260.54
27057,Enterprise,"Green, Baldwin and Wolfe Solutions",8,1823.81,14590.47,0.1006,145034.49
28436,Enterprise,"Martin, Saunders and Lopez Inc.",6,2431.3,14587.78,0.1006,145007.75
15868,Enterprise,Eaton-Johnson Solutions,6,2428.54,14571.26,0.1006,144843.54
2507,Enterprise,May LLC LLC,6,2426.21,14557.26,0.1006,144704.37
34478,Enterprise,"Morse, Martin and Sanchez Inc.",6,2425.12,14550.74,0.1006,144639.56
19830,Enterprise,Malone-Wagner LLC,5,2908.73,14543.63,0.1006,144568.89
49889,Enterprise,"Snow, Jennings and Mccullough LLC",6,2422.86,14537.16,0.1006,144504.57
73479,Enterprise,Kelly-Howard Solutions,6,2422.8,14536.77,0.1006,144500.7
28307,Enterprise,Mcdowell and Sons Inc.,6,2421.57,14529.41,0.1006,144427.53
3832,Enterprise,Quinn Ltd Inc.,6,2420.59,14523.57,0.1006,144369.48
69774,Enterprise,Lee-Riley Inc.,6,2419.12,14514.74,0.1006,144281.71
13232,Enterprise,Hernandez-Lee LLC,5,2900.21,14501.03,0.1006,144145.43
23593,Enterprise,Floyd-Munoz LLC,6,2416.4,14498.4,0.1006,144119.28
38330,Enterprise,Wilson-Patterson Systems,6,2412.48,14474.88,0.1006,143885.49
59357,Enterprise,Green-Gregory LLC,6,2411.22,14467.34,0.1006,143810.54
59219,Enterprise,Thomas-Whitaker Systems,6,2410.19,14461.16,0.1006,143749.11
17588,Enterprise,Jones PLC LLC,6,2409.67,14458.01,0.1006,143717.79
46864,Enterprise,Day-Roth Group,6,2405.03,14430.2,0.1006,143441.35
64313,Enterprise,Moore-Wells LLC,6,2404.79,14428.73,0.1006,143426.74
63718,Enterprise,"Wilson, Oconnor and Davis Solutions",5,2882.77,14413.83,0.1006,143278.63
31571,Enterprise,"Davis, Buckley and Mcdonald Systems",6,2401.34,14408.06,0.1006,143221.27
26324,Enterprise,Bell-Luna Systems,6,2399.12,14394.7,0.1006,143088.47
33192,Enterprise,Melton LLC Group,5,2878.08,14390.42,0.1006,143045.92
23984,Enterprise,Ramsey Inc Solutions,5,2876.49,14382.46,0.1006,142966.8
53052,Enterprise,Ward Inc Systems,6,2396.91,14381.43,0.1006,142956.56
6409,Enterprise,"Walters, Jackson and Pierce Inc.",6,2396.29,14377.72,0.1006,142919.68
41176,Enterprise,Montoya-Russell Solutions,6,2394.77,14368.62,0.1006,142829.22
60692,Enterprise,Davis Inc LLC,5,2871.62,14358.1,0.1006,142724.65
66403,Enterprise,"Bowman, Anderson and Hurst Systems",6,2390.25,14341.5,0.1006,142559.64
6848,Enterprise,Barry LLC LLC,6,2389.25,14335.51,0.1006,142500.1
49574,Enterprise,Blackwell Ltd Group,6,2387.12,14322.73,0.1006,142373.06
58114,Enterprise,Armstrong LLC Solutions,6,2383.71,14302.28,0.1006,142169.78
15399,Enterprise,"Rodriguez, Jones and Williams LLC",5,2860.24,14301.2,0.1006,142159.05
6757,Enterprise,Ryan-Gallegos Solutions,10,1428.57,14285.65,0.1006,142004.47
24777,Enterprise,Hart Group Inc.,5,2856.44,14282.22,0.1006,141970.38
10780,Enterprise,Cummings LLC Group,6,2378.77,14272.6,0.1006,141874.75
48067,Enterprise,Robinson Group Inc.,6,2376.97,14261.84,0.1006,141767.79
30809,Enterprise,"Moore, Dorsey and Schultz LLC",10,1424.28,14242.78,0.1006,141578.33
24308,Enterprise,Evans-Sanford Systems,6,2373.27,14239.64,0.1006,141547.12
1063,Enterprise,Farmer-Medina Inc.,5,2847.33,14236.64,0.1006,141517.3
31870,Enterprise,Lambert LLC Inc.,6,2371.78,14230.7,0.1006,141458.25
50369,Enterprise,Jackson-Solis Group,6,2370.87,14225.24,0.1006,141403.98
4802,Enterprise,"Pineda, Baker and Clark Group",6,2369.91,14219.48,0.1006,141346.72
70720,Enterprise,Kim-Hurst Group,6,2368.83,14212.98,0.1006,141282.11
32769,Enterprise,Thomas-Banks Solutions,6,2367.67,14206.05,0.1006,141213.22
57653,Enterprise,Hendrix-Wilson Group,5,2840.96,14204.8,0.1006,141200.8
63577,Enterprise,Brewer-Brown LLC,6,2366.84,14201.07,0.1006,141163.72
50947,Enterprise,"Obrien, Brown and Weber Solutions",6,2365.76,14194.59,0.1006,141099.3
60265,Enterprise,Gonzalez LLC Inc.,6,2363.35,14180.1,0.1006,140955.27
69034,Enterprise,Ball-Nelson Solutions,6,2359.59,14157.56,0.1006,140731.21
22277,Enterprise,Ballard-Leon Group,5,2830.27,14151.33,0.1006,140669.28
303,Enterprise,"Thomas, Kim and Alexander LLC",6,2357.51,14145.03,0.1006,140606.66
26352,Enterprise,Young Group Solutions,4,3533.92,14135.68,0.1006,140513.72
57597,Enterprise,"Henson, Simpson and Wilson Group",6,2355.94,14135.64,0.1006,140513.32
53710,Enterprise,Summers PLC Group,6,2354.66,14127.96,0.1006,140436.98
3982,Enterprise,Bryant and Sons Systems,6,2351.85,14111.1,0.1006,140269.38
65577,Enterprise,Marshall-Coffey Solutions,6,2350.95,14105.68,0.1006,140215.51
36768,Enterprise,Cooper-Davidson LLC,6,2350.67,14104.0,0.1006,140198.81
70567,Enterprise,"Page, Barrett and Perez Solutions",6,2348.05,14088.29,0.1006,140042.64
41896,Enterprise,Wade Inc Group,8,1760.67,14085.39,0.1006,140013.82
17962,Enterprise,Jackson and Sons LLC,6,2347.32,14083.93,0.1006,139999.3
37509,Enterprise,Ford Inc Systems,6,2343.92,14063.51,0.1006,139796.32
64447,Enterprise,"Mcclure, Clark and Yang Group",6,2342.36,14054.18,0.1006,139703.58
57175,Enterprise,Wells-Cruz Group,6,2341.25,14047.49,0.1006,139637.08
10171,Enterprise,Davis Ltd Inc.,5,2808.77,14043.86,0.1006,139600.99
56995,Enterprise,"Gregory, Hanson and Jackson Systems",9,1559.75,14037.79,0.1006,139540.66
3125,Enterprise,Cohen-Kaiser LLC,6,2336.45,14018.72,0.1006,139351.09
2913,Enterprise,Russell-Barker Inc.,6,2332.46,13994.74,0.1006,139112.72
58404,Enterprise,Rowland and Sons Systems,6,2332.19,13993.12,0.1006,139096.62
66385,Enterprise,Patterson Group LLC,5,2797.69,13988.46,0.1006,139050.3
22294,Enterprise,Parker LLC Group,5,2795.52,13977.61,0.1006,138942.45
72697,Enterprise,Thompson and Sons Inc.,6,2325.86,13955.16,0.1006,138719.28
41489,Enterprise,"Hunt, Wells and Odom Solutions",9,1550.0,13949.98,0.1006,138667.79
4272,Enterprise,Olson-Cox Inc.,6,2324.93,13949.6,0.1006,138664.02
7332,Enterprise,"Odonnell, Cobb and Roberts LLC",6,2324.84,13949.03,0.1006,138658.35
40823,Enterprise,"Mora, Bennett and Lang Systems",9,1548.65,13937.86,0.1006,138547.32
6944,Enterprise,Atkins-Wolfe LLC,6,2321.77,13930.61,0.1006,138475.25
50985,Enterprise,Williams-Riley Solutions,6,2320.4,13922.41,0.1006,138393.74
65295,Enterprise,"Jimenez, Gregory and Allen Group",6,2319.48,13916.9,0.1006,138338.97
49668,Enterprise,"Potter, Lynn and Moore Group",6,2314.04,13884.22,0.1006,138014.12
68025,Enterprise,Sherman and Sons Solutions,6,2312.99,13877.92,0.1006,137951.49
64624,Enterprise,Eaton-Simpson Systems,6,2311.81,13870.86,0.1006,137881.31
36497,Enterprise,"Davis, Jones and Davis Systems",6,2311.3,13867.83,0.1006,137851.19
47565,Enterprise,Kelley-Fritz LLC,6,2311.28,13867.67,0.1006,137849.6
13401,Enterprise,Warner Inc Inc.,6,2310.04,13860.26,0.1006,137775.94
33657,Enterprise,Moore-Willis Solutions,5,2769.29,13846.46,0.1006,137638.77
26249,Enterprise,"Martin, Watson and Huff Group",6,2307.51,13845.07,0.1006,137624.95
68743,Enterprise,Crawford-Baker Inc.,6,2306.7,13840.17,0.1006,137576.24
31801,Enterprise,Johnson Group LLC,6,2305.19,13831.12,0.1006,137486.28
6964,Enterprise,"Allison, Thompson and Davis Inc.",6,2298.85,13793.08,0.1006,137108.15
47120,Enterprise,"Montes, Jones and Bowman Solutions",5,2757.74,13788.68,0.1006,137064.41
22828,Enterprise,Carroll Group Group,5,2755.9,13779.48,0.1006,136972.96
34245,Enterprise,Smith PLC Systems,6,2295.7,13774.2,0.1006,136920.48
26996,Enterprise,"Nelson, Carroll and Ayala Group",5,2754.54,13772.7,0.1006,136905.57
6037,Enterprise,"Merritt, Mueller and Moore Solutions",6,2294.55,13767.3,0.1006,136851.89
73005,Enterprise,Johnson-Valencia Group,9,1529.42,13764.81,0.1006,136827.14
11517,Enterprise,Phillips-Guerra Group,5,2751.79,13758.95,0.1006,136768.89
36578,Enterprise,"Thomas, Wagner and Clark Systems",6,2292.95,13757.68,0.1006,136756.26
51721,Enterprise,Mcguire-Hall Systems,5,2751.38,13756.91,0.1006,136748.61
63323,Enterprise,Bowers-Brown Systems,8,1718.36,13746.84,0.1006,136648.51
35685,Enterprise,Norton PLC Group,6,2291.14,13746.82,0.1006,136648.31
64854,Enterprise,Foster-Guzman Group,6,2290.11,13740.68,0.1006,136587.28
20849,Enterprise,"Webster, Miller and Morgan Systems",6,2289.55,13737.31,0.1006,136553.78
21206,Enterprise,"Hawkins, Turner and Swanson Systems",6,2288.94,13733.66,0.1006,136517.5
10787,Enterprise,Olson Inc Solutions,6,2286.88,13721.31,0.1006,136394.73
49451,Enterprise,Stewart Ltd Group,6,2286.17,13717.04,0.1006,136352.29
10813,Enterprise,Salinas LLC Solutions,5,2743.15,13715.74,0.1006,136339.36
25665,Enterprise,Lynch-Gonzalez Solutions,5,2742.89,13714.45,0.1006,136326.54
66905,Enterprise,Brown Ltd Solutions,5,2742.55,13712.77,0.1006,136309.84
33969,Enterprise,Anthony PLC Group,6,2285.45,13712.68,0.1006,136308.95
39794,Enterprise,Love-Ray Group,6,2277.49,13664.95,0.1006,135834.49
31867,Enterprise,Martin-Dalton Systems,6,2277.29,13663.75,0.1006,135822.56
9759,Enterprise,Martinez-Combs Solutions,6,2274.42,13646.51,0.1006,135651.19
44041,Enterprise,Lowe and Sons Inc.,5,2727.67,13638.35,0.1006,135570.08
24129,Enterprise,Watts-Conrad Inc.,5,2727.62,13638.11,0.1006,135567.69
42303,Enterprise,Allen-Ortega Solutions,6,2271.9,13631.4,0.1006,135500.99
53390,Enterprise,Perez Ltd Group,6,2271.84,13631.01,0.1006,135497.12
20852,Enterprise,Payne-Campbell Solutions,5,2720.45,13602.25,0.1006,135211.23
12220,Enterprise,"Sims, Hudson and Murphy Inc.",5,2719.89,13599.43,0.1006,135183.2
15925,Enterprise,"Donovan, Carpenter and Hernandez Systems",6,2265.3,13591.83,0.1006,135107.65
41474,Enterprise,Morgan Inc Solutions,6,2264.99,13589.93,0.1006,135088.77
21242,Enterprise,Bennett PLC Inc.,9,1509.74,13587.7,0.1006,135066.6
68789,Enterprise,Wilson-Rowland Inc.,10,1358.76,13587.61,0.1006,135065.71
21387,Enterprise,Mccann Group Solutions,6,2262.76,13576.57,0.1006,134955.96
8278,Enterprise,"Nguyen, Lane and Case Solutions",10,1357.13,13571.32,0.1006,134903.78
73314,Enterprise,Pierce-Hill LLC,9,1507.25,13565.25,0.1006,134843.44
16638,Enterprise,Silva-Petty Systems,10,1355.22,13552.24,0.1006,134714.12
60515,Enterprise,Hart-Thomas Group,6,2258.16,13548.95,0.1006,134681.41
12476,Enterprise,Pace-Adams Group,5,2708.82,13544.1,0.1006,134633.2
7870,Enterprise,Atkinson-Park Inc.,6,2255.04,13530.25,0.1006,134495.53
25792,Enterprise,"Mccarty, Vasquez and Davidson LLC",5,2705.86,13529.32,0.1006,134486.28
32271,Enterprise,Porter LLC Systems,5,2705.37,13526.87,0.1006,134461.93
52219,Enterprise,Sparks-Lowe Systems,6,2253.54,13521.24,0.1006,134405.96
59612,Enterprise,Armstrong-Wilson Group,8,1689.15,13513.22,0.1006,134326.24
21450,Enterprise,Long-Simpson LLC,5,2702.25,13511.23,0.1006,134306.46
24354,Enterprise,"Morales, Evans and Wagner Inc.",6,2250.45,13502.72,0.1006,134221.87
39727,Enterprise,Oneal Group LLC,5,2700.13,13500.65,0.1006,134201.29
6474,Enterprise,Brown Ltd Solutions,6,2249.96,13499.78,0.1006,134192.64
11657,Enterprise,Roman-Simmons Group,6,2249.7,13498.22,0.1006,134177.14
57366,Enterprise,"Robinson, King and Lara Group",6,2249.45,13496.71,0.1006,134162.13
15977,Enterprise,Davis and Sons Systems,5,2697.33,13486.67,0.1006,134062.33
72281,Enterprise,"Jones, Brown and Wilson Systems",5,2695.19,13475.94,0.1006,133955.67
39681,Enterprise,Salazar-Greene Group,6,2244.4,13466.39,0.1006,133860.74
47945,Enterprise,"Ayala, Cherry and Donaldson Solutions",6,2243.56,13461.36,0.1006,133810.74
48458,Enterprise,"Smith, Barry and Bennett Systems",6,2241.47,13448.79,0.1006,133685.79
46208,Enterprise,Cole LLC Group,6,2241.28,13447.68,0.1006,133674.75
28620,Enterprise,"Ramos, Stevens and Fields Solutions",6,2239.71,13438.27,0.1006,133581.21
21488,Enterprise,"Garcia, Nunez and Davis LLC",6,2239.15,13434.88,0.1006,133547.51
6609,Enterprise,"Lee, Aguilar and King Group",6,2238.26,13429.55,0.1006,133494.53
51196,Enterprise,Kent-Arias Systems,6,2237.17,13423.01,0.1006,133429.52
57285,Enterprise,"Alvarado, Haynes and Clarke Solutions",6,2235.82,13414.91,0.1006,133349.01
11770,Enterprise,"Miller, Pitts and Gray LLC",6,2234.98,13409.87,0.1006,133298.91
17508,Enterprise,Hart Group Group,6,2233.05,13398.3,0.1006,133183.9
6312,Enterprise,Johnson-Walker Inc.,6,2232.6,13395.58,0.1006,133156.86
63232,Enterprise,Mcdonald LLC LLC,7,1913.62,13395.34,0.1006,133154.47
32219,Enterprise,Huber-Smith Group,5,2677.95,13389.77,0.1006,133099.11
47568,Enterprise,Price LLC Inc.,5,2676.06,13380.29,0.1006,133004.87
39868,Enterprise,Coleman-Kent LLC,5,2673.78,13368.91,0.1006,132891.75
58537,Enterprise,Smith-Warren Inc.,6,2227.3,13363.77,0.1006,132840.66
329,Enterprise,Martin and Sons Inc.,10,1336.24,13362.42,0.1006,132827.24
69653,Enterprise,Shaw-Wilson Group,5,2671.49,13357.46,0.1006,132777.93
32765,Enterprise,Gonzalez-Mcclain Group,6,2224.84,13349.01,0.1006,132693.94
52339,Enterprise,Chase Ltd LLC,8,1668.56,13348.51,0.1006,132688.97
15886,Enterprise,Cross Group Solutions,7,1905.75,13340.22,0.1006,132606.56
37447,Enterprise,Hernandez-Stevenson Inc.,7,1904.58,13332.05,0.1006,132525.35
35313,Enterprise,Webb-Roth Inc.,5,2665.85,13329.24,0.1006,132497.42
24971,Enterprise,Medina Inc LLC,8,1666.12,13328.96,0.1006,132494.63
44170,Enterprise,Sullivan-Thomas LLC,6,2221.4,13328.4,0.1006,132489.07
3480,Enterprise,Rice PLC Inc.,6,2220.47,13322.85,0.1006,132433.9
26583,Enterprise,Beard-Hoffman Solutions,8,1665.31,13322.45,0.1006,132429.92
28131,Enterprise,"Shepard, Williams and Lopez Solutions",6,2217.44,13304.63,0.1006,132252.78
1760,Enterprise,Fuentes-Roberts LLC,9,1478.29,13304.57,0.1006,132252.19
14160,Enterprise,Deleon Inc LLC,5,2660.2,13301.0,0.1006,132216.7
37592,Enterprise,Smith and Sons Group,7,1899.12,13293.82,0.1006,132145.33
35758,Enterprise,Lam Inc Inc.,6,2215.06,13290.35,0.1006,132110.83
462,Enterprise,Coleman and Sons Systems,6,2214.82,13288.91,0.1006,132096.52
35665,Enterprise,Taylor PLC Inc.,5,2656.93,13284.67,0.1006,132054.37
69153,Enterprise,Anderson-Garcia Solutions,6,2213.89,13283.34,0.1006,132041.15
61801,Enterprise,Tran-Obrien LLC,6,2213.21,13279.24,0.1006,132000.4
3704,Enterprise,Hensley Ltd Systems,9,1474.45,13270.04,0.1006,131908.95
66100,Enterprise,Hansen-Garcia Systems,8,1658.61,13268.85,0.1006,131897.12
60689,Enterprise,"Nunez, Wright and Rivera Group",6,2210.04,13260.22,0.1006,131811.33
17625,Enterprise,"Young, Peterson and Campbell Solutions",8,1657.23,13257.88,0.1006,131788.07
66025,Enterprise,"Snyder, Simmons and Dennis Group",6,2209.58,13257.47,0.1006,131784.0
52501,Enterprise,Wilkinson-Contreras LLC,6,2208.54,13251.23,0.1006,131721.97
11826,Enterprise,"Medina, Guerrero and Palmer Systems",6,2207.34,13244.04,0.1006,131650.5
14930,Enterprise,"Kline, Chavez and Ramos Inc.",4,3309.7,13238.8,0.1006,131598.41
49126,Enterprise,"Anderson, Cruz and Williams Solutions",5,2647.63,13238.14,0.1006,131591.85
50672,Enterprise,Pace-Hamilton LLC,6,2205.89,13235.32,0.1006,131563.82
10874,Enterprise,Sloan-Booker Systems,6,2204.63,13227.8,0.1006,131489.07
66554,Enterprise,"Miller, Thomas and Spence Inc.",6,2203.21,13219.26,0.1006,131404.17
25765,Enterprise,Collins-Miller Solutions,5,2643.2,13216.0,0.1006,131371.77
7913,Enterprise,"Wright, Torres and Good LLC",6,2201.12,13206.73,0.1006,131279.62
59685,Enterprise,Lin PLC Group,6,2199.07,13194.45,0.1006,131157.55
10691,Enterprise,Peters Group Systems,6,2198.15,13188.92,0.1006,131102.58
6430,Enterprise,Petty-Butler Group,6,2196.59,13179.52,0.1006,131009.15
57455,Enterprise,"Terry, Reed and Peters Systems",8,1645.96,13167.65,0.1006,130891.15
59136,Enterprise,Black-Jenkins LLC,6,2194.51,13167.04,0.1006,130885.09
66695,Enterprise,Wright and Sons Solutions,6,2194.09,13164.55,0.1006,130860.34
71759,Enterprise,Ford-Hernandez Group,6,2193.7,13162.18,0.1006,130836.78
49954,Enterprise,Shepard-Garcia LLC,7,1880.03,13160.21,0.1006,130817.2
53358,Enterprise,Morgan-Hill Group,6,2192.94,13157.65,0.1006,130791.75
20225,Enterprise,Mullins-Washington Group,5,2628.04,13140.21,0.1006,130618.39
48079,Enterprise,"Dickerson, Reed and Harper Inc.",6,2189.26,13135.59,0.1006,130572.47
66193,Enterprise,Rollins-Smith Solutions,6,2188.2,13129.22,0.1006,130509.15
53375,Enterprise,Berry and Sons LLC,5,2625.46,13127.28,0.1006,130489.86
51690,Enterprise,Hubbard-Curry Group,6,2187.5,13124.99,0.1006,130467.1
20428,Enterprise,Odonnell LLC Inc.,6,2187.28,13123.67,0.1006,130453.98
70747,Enterprise,Richards-Smith Inc.,10,1311.21,13112.15,0.1006,130339.46
26956,Enterprise,"Green, Williams and Holmes LLC",5,2622.34,13111.71,0.1006,130335.09
